Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-04-30T15:05:32.275,4,-0.0003625081854405658,1.6091880153688465,FOV1,0.6679519515354302,0.7142171684940781,2458970.131510401
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-04-30T16:52:06.458,7,-0.004701539923870296,1.6061571239641148,FOV2,0.6691719695823544,0.7129994533787136,2458970.2055185633
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-06-07T12:26:04.555,7,-0.003939674423345238,2.410850755829808,FOV2,-0.6307995290981109,0.7253002681811819,2459008.021123638
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-07-08T07:31:17.031,3,0.0022617895145412847,0.4089465531393659,FOV2,0.6620341769315691,0.7171831119245706,2459038.8161176736
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-08-21T18:01:58.407,6,-0.002969123089602012,-0.36335335313476924,FOV2,0.7078112048611213,0.7183117907642333,2459083.252950386
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-09-19T04:02:08.778,4,-0.0012234604895085292,0.7469079542846842,FOV1,-0.7152713158163122,0.7069445972651058,2459111.668803656
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-10-21T11:27:13.427,6,-0.002887618462530909,-1.3302154986035812,FOV2,0.6628710916827644,0.7167543791617428,2459143.976946646
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-11-25T23:03:59.028,2,0.005193513519204813,-0.48614689297860364,FOV2,-0.633455115428875,0.7006074197112837,2459179.4602498505
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-11-26T03:17:39.053,6,-0.004744248444698056,-0.4947275650946355,FOV1,-0.6296698685240487,0.7039060382726309,2459179.636406455
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-12-24T15:09:57.889,6,-0.00531993269852384,-2.4777205575838432,FOV1,0.6262798523220598,0.711171035941176,2459208.131132744
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-12-24T16:56:32.059,5,-0.0010802326118986082,-2.48130820934717,FOV2,0.6278775093847988,0.7098174019536243,2459208.205140132
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-01-28T02:46:47.303,5,-0.002412271807656926,-1.61066768249141,FOV1,-0.6805551064936062,0.708473907007706,2459242.615714808
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-01T02:21:26.147,7,-0.005620364679017417,2.5835853515482197,FOV1,0.7134512754323004,0.7126276234215618,2459274.599120252
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-01T04:08:00.342,5,-0.00034088536763069403,2.5821437350843977,FOV2,0.7136204686575464,0.712485111793315,2459274.673129659
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-27T20:08:54.606,4,-0.0007200328854103504,-2.5777676352354195,FOV1,-0.7028823343249903,0.7202912678687768,2459301.3413133225
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-04T15:01:11.995,7,-0.004572139949630788,1.5463047478029184,FOV2,0.6677112643474773,0.7146440758443813,2459339.1285768724
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-25T14:59:45.134,1,0.007017920952966769,2.6404368643826666,FOV2,-0.6293335399720673,0.7322232132293415,2459360.127820648
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-25T19:13:25.141,6,-0.005037429517758183,2.6435981854187336,FOV1,-0.6338673831112989,0.7282135235078588,2459360.3039792343
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-05T01:55:20.170,7,-0.0042765085082980495,0.4691081186596491,FOV2,0.6629251149044703,0.7142042202589047,2459400.5828886754
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-27T18:05:33.592,1,0.004350876074066169,1.5866118166172618,FOV1,-0.6803487269862171,0.7227310333237917,2459423.256184865
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-27T19:52:07.798,5,-0.0008321436163197103,1.5871397551258861,FOV2,-0.6816567661994161,0.7215728004479722,2459423.330190001
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-09-02T23:20:36.754,7,-0.006444619003111908,-0.5579368093576755,FOV1,0.7110803498490902,0.7160628189468523,2459460.47384778
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-09-03T01:07:10.950,5,-0.001264741132249164,-0.5589567595947795,FOV2,0.7109392236882478,0.7161825238447682,2459460.5478522354
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-10-02T23:04:28.102,1,0.0043952241105526535,0.5192906488126541,FOV1,-0.7012761352113366,0.7037912959700492,2459490.461669537
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-10-03T00:51:02.327,5,-0.00047258289479896174,0.5170345026082723,FOV2,-0.7004975921347932,0.7044629115694709,2459490.5356745413
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-11-03T04:48:05.243,5,-0.00228560156943101,-1.5354802855293572,FOV1,0.6430222344246813,0.7123309671586563,2459521.699514499
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-11-03T06:34:39.452,3,0.0021788547356695657,-1.5386230280041167,FOV2,0.6442669577125307,0.7110995754829839,2459521.7735201744
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-12-09T10:24:17.874,2,0.0022187924296280534,-0.7380008228401779,FOV1,-0.6268022113802032,0.6992289405847638,2459557.932671275
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-12-09T12:10:52.085,6,-0.0019656821279758954,-0.741629363200087,FOV2,-0.625238859244876,0.7006359640740495,2459558.0066784574
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-01-07T06:02:03.193,7,-0.003594880925365446,-2.7376945799581534,FOV2,0.6407237367222678,0.7108762276384183,2459586.7508428153
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-02-09T05:39:54.510,3,0.001982862520749771,-1.802568919510871,FOV2,-0.6996196716733876,0.7070278175326993,2459619.736298463
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-03-14T11:08:43.598,7,-0.004393627231768894,2.368180401215837,FOV2,0.7145967669900513,0.716250523135426,2459652.9657522743
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-04-08T16:59:04.542,4,0.0012346265119479766,-2.781041749143687,FOV2,-0.6922703624747455,0.7239738883629289,2459678.2098426176
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-06-07T03:59:55.948,5,4.42858136396203e-05,2.423972884236334,FOV2,-0.6301506417583744,0.7323039125610472,2459737.6696591983
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-07-17T07:10:43.389,7,-0.0066482066470451165,0.253109428890438,FOV1,0.679415454217424,0.714397473499763,2459777.8016978083
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-07-17T08:57:17.609,5,-0.0014909164106067815,0.2537829648413179,FOV2,0.6780616767494299,0.7157501986472863,2459777.8757034075
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-08-10T07:05:31.519,4,-0.0007218343033278318,1.383687858313034,FOV1,-0.6983009191450156,0.7204890472662034,2459801.7974727955
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-09-15T08:12:59.935,6,-0.002864039452810964,-0.7505907792373738,FOV2,0.7088812684510336,0.713624091674662,2459837.8431722545
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-10-16T19:54:16.396,1,0.007082959777634251,0.2798964248052644,FOV2,-0.6807690198275476,0.7018171948922901,2459869.3292198814
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-10-17T00:07:56.449,6,-0.003987611099095436,0.2733304472152375,FOV1,-0.6781174118007596,0.7040826161139332,2459869.505373338
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-11-16T01:41:59.047,7,-0.0033810268671512606,-1.7509552443246337,FOV2,0.6256341737705237,0.7081462125613057,2459899.570094682
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-12-22T13:17:54.598,3,0.002754401309376538,-0.9743528645319546,FOV2,-0.6315456577638372,0.6966970175003703,2459936.053316454
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-01-20T23:20:12.478,2,0.0027748600006434346,-2.997285058032659,FOV1,0.66049541548319,0.7105299560223403,2459965.4720831234
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-02-21T06:46:09.479,3,0.0031229552516017123,-1.9936454200880454,FOV2,-0.7123544449082723,0.7070018391691417,2459996.782698662
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-03-27T18:08:55.375,6,-0.0022341515919179745,2.1598540188128057,FOV2,0.7080030898688663,0.7192148890742474,2460031.2579929302
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-04-20T16:15:30.134,4,-0.001717846462327171,-2.9897524356349203,FOV1,-0.6789234282993124,0.726097395613032,2460055.1798998616
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-05-30T03:13:33.632,5,-0.0026793274040099414,1.124190726223977,FOV1,0.6499856407784458,0.7195064705679531,2460094.6374538927
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-05-30T05:00:07.842,3,0.0023613774550519024,1.1255818925944758,FOV2,0.6480303532036673,0.7212456118424638,2460094.7114612544
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-06-19T21:13:12.114,6,-0.004296480901255901,2.2098703282625305,FOV1,-0.6386738291676103,0.7317437905456634,2460115.387167855
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-07-29T14:13:33.679,4,-0.0017366139404306833,0.042471643732477214,FOV1,0.6944424808519735,0.7170028894285702,2460155.0950620943
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-07-29T16:00:07.887,3,0.003464287916267266,0.042803779328109005,FOV2,0.6933642935527042,0.718124197952424,2460155.1690672277
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-08-23T20:05:46.478,1,0.0041144062838675355,1.1783582256348308,FOV1,-0.7095173279272693,0.7201752448629565,2460180.338913503
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-08-23T21:52:20.690,5,-0.0011150832734442536,1.177851990205244,FOV2,-0.7100146497847196,0.7196998642629232,2460180.4129182147
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-10-30T19:12:11.389,2,0.0027395959298231755,0.025990079321488144,FOV1,-0.6555560085161712,0.7019849761445969,2460248.299687735
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-10-30T20:58:45.603,6,-0.0016940541055602513,0.022823419436608112,FOV2,-0.6541908299972231,0.7031341841307832,2460248.3736933395
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2023-11-29T07:02:54.365,1,0.003947083565139534,-1.9872796181862744,FOV1,0.6172109814069999,0.7019422100177924,2460277.7928581266
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-01-04T08:25:07.327,2,0.00514986791121111,-1.1953743552213574,FOV2,-0.6450149531753443,0.6941357206095395,2460313.8501622616
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-01-04T12:38:47.341,7,-0.005448899045961001,-1.2032861944499738,FOV1,-0.6418928506364863,0.6972664702387749,2460314.0263226978
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-02-03T12:23:39.453,3,0.00031086908673848984,3.041121129153252,FOV1,0.6780167304900943,0.7125313091943687,2460344.01651535
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-02-03T14:10:13.687,2,0.005215621196832836,3.038564722985658,FOV2,0.6790021279073385,0.7117213787354392,2460344.090524858
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-03-04T06:05:24.276,1,0.0033538201054566065,-2.1852187633039333,FOV1,-0.7176783337146022,0.7081141660481883,2460373.7548034373
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-03-04T07:51:58.488,6,-0.0019630996164143296,-2.1864754648587734,FOV2,-0.7176616555299593,0.708168415426865,2460373.828813039
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-04-08T23:22:11.387,3,0.00118119430291928,1.955825017463046,FOV1,0.6946533458319909,0.7216928511617865,2460409.4759349977
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-04-09T01:08:45.592,1,0.006526186395804918,1.9561675855314276,FOV2,0.6935024102830087,0.7227471866478542,2460409.5499440683
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-05-01T17:17:37.373,6,-0.004931101461734866,3.0800573555418382,FOV1,-0.6649582430302716,0.7267438211308462,2460432.2232993143
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-06-10T16:13:27.519,4,-0.0018393646335532444,0.9072840450620258,FOV1,0.6489174204093093,0.7224600932118753,2460472.179066341
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-06-10T18:00:01.726,3,0.0031895828303036334,0.9086518797222328,FOV2,0.6469934041085444,0.7242032035011277,2460472.253073147
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-07-01T16:12:37.803,2,0.0016924045494903924,1.9973525986621081,FOV1,-0.6510295359429762,0.7331022972566643,2460493.178310238
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-07-01T17:59:12.015,7,-0.0033694990575669037,1.9985327502674117,FOV2,-0.6528676617165031,0.7315347777723344,2460493.2523162803
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-08-09T21:17:15.499,1,0.003502912440803813,-0.1633740048204367,FOV1,0.7080431942289809,0.7190505910410433,2460532.388971128
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-09-05T15:06:42.647,4,-0.0007292523883402974,0.9666539859054707,FOV1,-0.7139472403728008,0.7194006142438057,2460559.1307974416
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-10-09T04:26:12.603,6,-0.003042737579695265,-1.1333809849284766,FOV2,0.6886228510315896,0.7076442879372933,2460592.6849479536
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-11-12T14:17:29.037,1,0.004421720908540336,-0.23004295121388724,FOV1,-0.634507908356162,0.7006547453984531,2460627.0948071857
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-11-12T16:04:03.273,5,0.00015065879405993447,-0.23348478114582347,FOV2,-0.6329907935608587,0.7019205139620324,2460627.1688135304
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2024-12-11T14:09:52.056,1,0.0035130251739604154,-2.2309740082133995,FOV1,0.6147448392956517,0.6998652769076804,2460656.0893552406
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-01-15T21:32:17.568,1,0.006926538220634031,-1.4046328496403526,FOV2,-0.6624610082548855,0.6932504029095734,2460691.3970552334
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-01-16T01:45:57.620,6,-0.004165367926795763,-1.411817518141012,FOV1,-0.6598067766286484,0.6960617513541876,2460691.573217193
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-02-16T01:26:08.527,2,0.002299384346289971,2.8051609073310706,FOV1,0.6936637180344104,0.7131270720530584,2460722.5603273325
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-03-16T02:56:59.952,1,0.006991475626456962,-2.378782047013547,FOV2,-0.7150173887366438,0.7105060641713336,2460750.6243646694
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-03-16T07:10:39.974,7,-0.005803064747072164,-2.380608054022753,FOV1,-0.7157530455870996,0.7097598628302493,2460750.8005282064
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-04-22T00:21:35.816,4,-0.0006969449377223906,1.7523612989286028,FOV1,0.6785443367951149,0.7224001894863413,2460787.5175232897
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-04-22T02:08:10.021,2,0.004564713254756836,1.7531322675195402,FOV2,0.677051917506992,0.7237317989114944,2460787.5915319985
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-05-13T18:18:52.199,4,-0.0005277360917513144,2.861651632944344,FOV1,-0.6507027394885282,0.7282700813197874,2460809.266023654
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-06-23T01:00:20.954,7,-0.004665147754978238,0.6875326090257946,FOV2,0.6550316832165688,0.7243359012688827,2460849.5448937486
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-07-14T18:58:37.915,4,0.0005805137486904621,1.7908719309505634,FOV2,-0.6709526849429719,0.7310767372183236,2460871.2933736523
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-08-22T00:08:05.272,7,-0.004895490511417612,-0.3631497881277124,FOV2,0.7193959561734998,0.71851166618368,2460909.507244654
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-09-19T10:08:15.642,3,0.0006527824215751001,0.747542262868296,FOV1,-0.7090853525792101,0.718865105665405,2460937.9231024724
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-09-19T11:54:49.840,7,-0.004388134536022029,0.7458285644077716,FOV2,-0.7086799076076111,0.7191957553696858,2460937.997107002
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-10-21T17:33:20.303,7,-0.004631984581606037,-1.3291578787775187,FOV2,0.67114552139057,0.7054381743532263,2460970.2312480533
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-11-26T05:10:05.865,1,0.0067875635449820716,-0.48478762721974955,FOV2,-0.6216089399412241,0.6986622870483201,2461005.714548248
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-11-26T09:23:45.937,5,-0.0031642259245855363,-0.4933517752008699,FOV1,-0.617854135191917,0.7018393151417549,2461005.8907053773
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-12-24T21:16:04.782,7,-0.0069322062243299485,-2.4763477378750123,FOV1,0.6182212407623727,0.7028295291817287,2461034.3854304147
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2025-12-24T23:02:38.932,6,-0.00269878112100196,-2.479942750264643,FOV2,0.6197857171247961,0.701501390616331,2461034.459437571
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-01-28T08:52:54.170,4,-0.0005613197396475718,-1.609656566713664,FOV1,-0.6783801050708956,0.6962408695054781,2461068.870010876
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-03-01T10:14:07.207,6,-0.0023377067693206243,2.5826850768267455,FOV2,0.7031476215768308,0.7134450471669611,2461100.9274185984
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-03-28T02:15:01.469,3,0.0012993108103411418,-2.577657407894054,FOV1,-0.7062081867094263,0.7126896904444462,2461127.595598453
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-03-28T04:01:35.677,7,-0.004086337534540803,-2.5779588736039734,FOV2,-0.7068460565340243,0.7120263947172643,2461127.669607809
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-05-26T01:19:32.000,5,-0.003168764237705839,2.643121376694208,FOV1,-0.6437460583290598,0.7266186437471168,2461186.558269398
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2026-07-28T01:58:14.661,4,0.001071115184381507,1.5869498757806748,FOV2,-0.6910600824324009,0.7292101589795807,2461249.584476487
